Date,Ticker,Factor,R2
2018-12-21,CPNG,R2,0.29446437989955143
2018-12-24,CPNG,R2,0.30001668292911254
2018-12-26,CPNG,R2,0.3189149590880139
2018-12-27,CPNG,R2,0.3667814758472254
2018-12-28,CPNG,R2,0.3610388542163555
2018-12-31,CPNG,R2,0.3363811057816931
2019-01-02,CPNG,R2,0.33719571790816005
2019-01-03,CPNG,R2,0.3525935180097648
2019-01-04,CPNG,R2,0.3270392906322922
2019-01-07,CPNG,R2,0.32044452916842037
2019-01-08,CPNG,R2,0.34213476155080125
2019-01-09,CPNG,R2,0.3238298191421214
2019-01-10,CPNG,R2,0.32545501605796145
2019-01-11,CPNG,R2,0.3248189096052131
2019-01-14,CPNG,R2,0.31802138983045714
2019-01-15,CPNG,R2,0.3369037515243827
2019-01-16,CPNG,R2,0.31889916866135015
2019-01-17,CPNG,R2,0.2960315829839564
2019-01-18,CPNG,R2,0.2958939037438808
2019-01-22,CPNG,R2,0.3083495864876239
2019-01-23,CPNG,R2,0.3054392089218927
2019-01-24,CPNG,R2,0.25773259988061725
2019-01-25,CPNG,R2,0.2206658043046993
2019-01-28,CPNG,R2,0.21633840859435205
2019-01-29,CPNG,R2,0.17234075333184762
2019-01-30,CPNG,R2,0.20077368132770212
2019-01-31,CPNG,R2,0.21338306267108398
2019-02-01,CPNG,R2,0.21669797110535993
2019-02-04,CPNG,R2,0.22867250365239566
2019-02-05,CPNG,R2,0.22977196003660272
2019-02-06,CPNG,R2,0.22761722982385413
2019-02-07,CPNG,R2,0.22439757050947673
2019-02-08,CPNG,R2,0.22373853193020954
2019-02-11,CPNG,R2,0.2236882476675912
2019-02-12,CPNG,R2,0.23833366780448084
2019-02-13,CPNG,R2,0.24417696430397073
2019-02-14,CPNG,R2,0.23885196025550326
2019-02-15,CPNG,R2,0.23788219011351863
2019-02-19,CPNG,R2,0.25199256792255587
2019-02-20,CPNG,R2,0.240298056217497
2019-02-21,CPNG,R2,0.20286711634519672
2019-02-22,CPNG,R2,0.18701046233581253
2019-02-25,CPNG,R2,0.18959266573074085
2019-02-26,CPNG,R2,0.18917052208786622
2019-02-27,CPNG,R2,0.18566365039537336
2019-02-28,CPNG,R2,0.23403240516301893
2019-03-01,CPNG,R2,0.2481453981865398
2019-03-04,CPNG,R2,0.2478467389265272
2019-03-05,CPNG,R2,0.24832020462466964
2019-03-06,CPNG,R2,0.24936897264169822
2019-03-07,CPNG,R2,0.23585697571947395
2019-03-08,CPNG,R2,0.2403180929867622
2019-03-11,CPNG,R2,0.26452308127167456
2019-03-12,CPNG,R2,0.26886747317355575
2019-03-13,CPNG,R2,0.2803934878666079
2019-03-14,CPNG,R2,0.2756486475031972
2019-03-15,CPNG,R2,0.27363485480699823
2019-03-18,CPNG,R2,0.2867993131856307
2019-03-19,CPNG,R2,0.29512556804170464
2019-03-20,CPNG,R2,0.2813745204567132
2019-03-21,CPNG,R2,0.2867432719253127
2019-03-22,CPNG,R2,0.3011883824685966
2019-03-25,CPNG,R2,0.3006161525330773
2019-03-26,CPNG,R2,0.2278515515536571
2019-03-27,CPNG,R2,0.23438511994946365
2019-03-28,CPNG,R2,0.22995788348283297
2019-03-29,CPNG,R2,0.23175158667536155
2019-04-01,CPNG,R2,0.2315567141401943
2019-04-02,CPNG,R2,0.23466613252612656
2019-04-03,CPNG,R2,0.23543366194346516
2019-04-04,CPNG,R2,0.24304581992287222
2019-04-05,CPNG,R2,0.25253164423255614
2019-04-08,CPNG,R2,0.2454619898646283
2019-04-09,CPNG,R2,0.25914693112109943
2019-04-10,CPNG,R2,0.26790419123154685
2019-04-11,CPNG,R2,0.2507557331973014
2019-04-12,CPNG,R2,0.2839795379760658
2019-04-15,CPNG,R2,0.28773352339203073
2019-04-16,CPNG,R2,0.28462090729309686
2019-04-17,CPNG,R2,0.29191319993930787
2019-04-18,CPNG,R2,0.25688086743850025
2019-04-22,CPNG,R2,0.25701626261395094
2019-04-23,CPNG,R2,0.26686233402227066
2019-04-24,CPNG,R2,0.27202220958044954
2019-04-25,CPNG,R2,0.39369791027114454
2019-04-26,CPNG,R2,0.376128679873437
2019-04-29,CPNG,R2,0.2900650177764561
2019-04-30,CPNG,R2,0.25682290358638094
2019-05-01,CPNG,R2,0.2457609327922523
2019-05-02,CPNG,R2,0.23349736596516357
2019-05-03,CPNG,R2,0.2661359117936096
2019-05-06,CPNG,R2,0.25604367397132355
2019-05-07,CPNG,R2,0.2705038550175193
2019-05-08,CPNG,R2,0.2571186912272355
2019-05-09,CPNG,R2,0.260802224625737
2019-05-10,CPNG,R2,0.2338088051778492
2019-05-13,CPNG,R2,0.2333407899251312
2019-05-14,CPNG,R2,0.2523845997852525
2019-05-15,CPNG,R2,0.2711054600730054
2019-05-16,CPNG,R2,0.2815136668617563
2019-05-17,CPNG,R2,0.29500063831269174
2019-05-20,CPNG,R2,0.29993380484570664
2019-05-21,CPNG,R2,0.28912797395662637
2019-05-22,CPNG,R2,0.29368927881997164
2019-05-23,CPNG,R2,0.26766791997202277
2019-05-24,CPNG,R2,0.2931262441339989
2019-05-28,CPNG,R2,0.291013146151448
2019-05-29,CPNG,R2,0.3090069281043345
2019-05-30,CPNG,R2,0.3065138521151871
2019-05-31,CPNG,R2,0.3255990084209013
2019-06-03,CPNG,R2,0.32364559206930743
2019-06-04,CPNG,R2,0.32823663869315045
2019-06-05,CPNG,R2,0.4145703763655073
2019-06-06,CPNG,R2,0.4247995736100112
2019-06-07,CPNG,R2,0.44187600098309043
2019-06-10,CPNG,R2,0.4276786856108987
2019-06-11,CPNG,R2,0.4130956055439624
2019-06-12,CPNG,R2,0.4176404226364975
2019-06-13,CPNG,R2,0.4513100202467071
2019-06-14,CPNG,R2,0.4557392440152178
2019-06-17,CPNG,R2,0.45179729397785096
2019-06-18,CPNG,R2,0.39653454593415227
2019-06-19,CPNG,R2,0.3862574459945519
2019-06-20,CPNG,R2,0.3790056161745139
2019-06-21,CPNG,R2,0.3823993875316337
2019-06-24,CPNG,R2,0.37688917739246086
2019-06-25,CPNG,R2,0.3771419442583923
2019-06-26,CPNG,R2,0.4112904274084257
2019-06-27,CPNG,R2,0.381219689944986
2019-06-28,CPNG,R2,0.37488478480112786
2019-07-01,CPNG,R2,0.37433804089053235
2019-07-02,CPNG,R2,0.38954443355402835
2019-07-03,CPNG,R2,0.3896432281483313
2019-07-05,CPNG,R2,0.3822208311864451
2019-07-08,CPNG,R2,0.3763829277722135
2019-07-09,CPNG,R2,0.36405087250870716
2019-07-10,CPNG,R2,0.35898235823626745
2019-07-11,CPNG,R2,0.33834538484259025
2019-07-12,CPNG,R2,0.3342842282004881
2019-07-15,CPNG,R2,0.3301240888359065
2019-07-16,CPNG,R2,0.32587483195829714
2019-07-17,CPNG,R2,0.3195225210113338
2019-07-18,CPNG,R2,0.3237151677700728
2019-07-19,CPNG,R2,0.27804482235407124
2019-07-22,CPNG,R2,0.28823207578049415
2019-07-23,CPNG,R2,0.28694499510132154
2019-07-24,CPNG,R2,0.25807780475696673
2019-07-25,CPNG,R2,0.26328984241686904
2019-07-26,CPNG,R2,0.25433824720489095
2019-07-29,CPNG,R2,0.25421734835472365
2019-07-30,CPNG,R2,0.2539193532097602
2019-07-31,CPNG,R2,0.24767583844936847
2019-08-01,CPNG,R2,0.209434248988418
2019-08-02,CPNG,R2,0.2375170063320058
2019-08-05,CPNG,R2,0.23568004484632799
2019-08-06,CPNG,R2,0.19447172774083055
2019-08-07,CPNG,R2,0.18545229561927445
2019-08-08,CPNG,R2,0.13366023574783537
2019-08-09,CPNG,R2,0.14464368373320946
2019-08-12,CPNG,R2,0.14659841692769005
2019-08-13,CPNG,R2,0.14203311922700257
2019-08-14,CPNG,R2,0.1590854469958255
2019-08-15,CPNG,R2,0.12418595681245925
2019-08-16,CPNG,R2,0.1218123494789608
2019-08-19,CPNG,R2,0.12912806338659277
2019-08-20,CPNG,R2,0.12456506551348134
2019-08-21,CPNG,R2,0.13041173118901728
2019-08-22,CPNG,R2,0.13497873663810755
2019-08-23,CPNG,R2,0.13315631521842153
2019-08-26,CPNG,R2,0.13030196021566676
2019-08-27,CPNG,R2,0.128875321548102
2019-08-28,CPNG,R2,0.10050071719792353
2019-08-29,CPNG,R2,0.08293877861585564
2019-08-30,CPNG,R2,0.07588285227463898
2019-09-03,CPNG,R2,0.07648134125601502
2019-09-04,CPNG,R2,0.08859777606710972
2019-09-05,CPNG,R2,0.10214624889459889
2019-09-06,CPNG,R2,0.07477961009303269
2019-09-09,CPNG,R2,0.0709336805822739
2019-09-10,CPNG,R2,0.07256077883480072
2019-09-11,CPNG,R2,0.07414443652081126
2019-09-12,CPNG,R2,0.08763790947719285
2019-09-13,CPNG,R2,0.10250862572023356
2019-09-16,CPNG,R2,0.10400583609200564
2019-09-17,CPNG,R2,0.09923372477194847
2019-09-18,CPNG,R2,0.09806332872638457
2019-09-19,CPNG,R2,0.09915623798898332
2019-09-20,CPNG,R2,0.14790641441363106
2019-09-23,CPNG,R2,0.1673815791726434
2019-09-24,CPNG,R2,0.1768235236139475
2019-09-25,CPNG,R2,0.15775009550371133
2019-09-26,CPNG,R2,0.19699893090699805
2019-09-27,CPNG,R2,0.2232920124253972
2019-09-30,CPNG,R2,0.2296818439363576
2019-10-01,CPNG,R2,0.23407461735927926
2019-10-02,CPNG,R2,0.2293131202628068
2019-10-03,CPNG,R2,0.24217947168232923
2019-10-04,CPNG,R2,0.1836242092531437
2019-10-07,CPNG,R2,0.17895271783897904
2019-10-08,CPNG,R2,0.17134657148380128
2019-10-09,CPNG,R2,0.15917141185652794
2019-10-10,CPNG,R2,0.16062767118039656
2019-10-11,CPNG,R2,0.16154655594377165
2019-10-14,CPNG,R2,0.18336127507548816
2019-10-15,CPNG,R2,0.18298170038599504
2019-10-16,CPNG,R2,0.16848705259305075
2019-10-17,CPNG,R2,0.176935809496087
2019-10-18,CPNG,R2,0.17125634897623498
2019-10-21,CPNG,R2,0.15996061135334438
2019-10-22,CPNG,R2,0.16859027640073732
2019-10-23,CPNG,R2,0.1769831881530668
2019-10-24,CPNG,R2,0.1782564756055961
2019-10-25,CPNG,R2,0.1769119973138209
2019-10-28,CPNG,R2,0.17073578205848217
2019-10-29,CPNG,R2,0.2191453935730059
2019-10-30,CPNG,R2,0.1845182066462493
2019-10-31,CPNG,R2,0.20551733828755137
2019-11-01,CPNG,R2,0.20758258285705167
2019-11-04,CPNG,R2,0.17927204368676264
2019-11-05,CPNG,R2,0.1851180272450894
2019-11-06,CPNG,R2,0.16380970869428202
2019-11-07,CPNG,R2,0.14239843265771102
2019-11-08,CPNG,R2,0.15390399282294476
2019-11-11,CPNG,R2,0.15015584637889978
2019-11-12,CPNG,R2,0.14925382747897908
2019-11-13,CPNG,R2,0.1787845138985943
2019-11-14,CPNG,R2,0.17800038352946834
2019-11-15,CPNG,R2,0.1627631760370275
2019-11-18,CPNG,R2,0.16375254606995215
2019-11-19,CPNG,R2,0.16326638910606206
2019-11-20,CPNG,R2,0.16670597713203383
2019-11-21,CPNG,R2,0.17013343965679784
2019-11-22,CPNG,R2,0.1708599785603433
2019-11-25,CPNG,R2,0.1839162763868596
2019-11-26,CPNG,R2,0.18071940976281198
2019-11-27,CPNG,R2,0.1942568730600882
2019-11-29,CPNG,R2,0.19174430252470032
2019-12-02,CPNG,R2,0.19513779355812833
2019-12-03,CPNG,R2,0.20691852952669532
2019-12-04,CPNG,R2,0.185583226735218
2019-12-05,CPNG,R2,0.1778855005550759
2019-12-06,CPNG,R2,0.16819982162888758
2019-12-09,CPNG,R2,0.16924353469670605
2019-12-10,CPNG,R2,0.15999539211517655
2019-12-11,CPNG,R2,0.15281864570503323
2019-12-12,CPNG,R2,0.1648583396331087
2019-12-13,CPNG,R2,0.12575763132959972
2019-12-16,CPNG,R2,0.12412296413038804
2019-12-17,CPNG,R2,0.12637111991415362
2019-12-18,CPNG,R2,0.13070891007343644
2019-12-19,CPNG,R2,0.11970838558036256
2019-12-20,CPNG,R2,0.09888883480103705
2019-12-23,CPNG,R2,0.10662097445403129
2019-12-24,CPNG,R2,0.10666536265501514
2019-12-26,CPNG,R2,0.14946743207511393
2019-12-27,CPNG,R2,0.1294721901439312
2019-12-30,CPNG,R2,0.11817359679426587
2019-12-31,CPNG,R2,0.10271594812872731
2020-01-02,CPNG,R2,0.10357083775220144
2020-01-03,CPNG,R2,0.11021778703581941
2020-01-06,CPNG,R2,0.08917653336150455
2020-01-07,CPNG,R2,0.09035765748114999
2020-01-08,CPNG,R2,0.09432624996837813
2020-01-09,CPNG,R2,0.08133622463171153
2020-01-10,CPNG,R2,0.08253222865873089
2020-01-13,CPNG,R2,0.1116062653062545
2020-01-14,CPNG,R2,0.1384901240987595
2020-01-15,CPNG,R2,0.12631243614940435
2020-01-16,CPNG,R2,0.12554954652374706
2020-01-17,CPNG,R2,0.10721079426653868
2020-01-21,CPNG,R2,0.0840458761900269
2020-01-22,CPNG,R2,0.08226084955996471
2020-01-23,CPNG,R2,0.08268010876912268
2020-01-24,CPNG,R2,0.08649242923337908
2020-01-27,CPNG,R2,0.06100277494779183
2020-01-28,CPNG,R2,0.11708725508988971
2020-01-29,CPNG,R2,0.13333817806035564
2020-01-30,CPNG,R2,0.13231522115833083
2020-01-31,CPNG,R2,0.12867862485878556
2020-02-03,CPNG,R2,0.13848480275459185
2020-02-04,CPNG,R2,0.06488001386345676
2020-02-05,CPNG,R2,0.14795163090653352
2020-02-06,CPNG,R2,0.15197530296388384
2020-02-07,CPNG,R2,0.1585276734952219
2020-02-10,CPNG,R2,0.162549565759181
2020-02-11,CPNG,R2,0.14236514788597876
2020-02-12,CPNG,R2,0.15708229403189067
2020-02-13,CPNG,R2,0.14154614159080936
2020-02-14,CPNG,R2,0.1479593740069226
2020-02-18,CPNG,R2,0.1521858318551651
2020-02-19,CPNG,R2,0.14503555206921503
2020-02-20,CPNG,R2,0.17596203998742488
2020-02-21,CPNG,R2,0.13952852662852344
2020-02-24,CPNG,R2,0.1411598890297634
2020-02-25,CPNG,R2,0.40653764590458696
2020-02-26,CPNG,R2,0.4518393368177752
2020-02-27,CPNG,R2,0.404421965025359
2020-02-28,CPNG,R2,0.49634536931525364
2020-03-02,CPNG,R2,0.4620491247980155
2020-03-03,CPNG,R2,0.39548996817594206
2020-03-04,CPNG,R2,0.3915949284853756
2020-03-05,CPNG,R2,0.32276913234784144
2020-03-06,CPNG,R2,0.3562899925974975
2020-03-09,CPNG,R2,0.320222125380745
2020-03-10,CPNG,R2,0.4355476583220552
2020-03-11,CPNG,R2,0.41687728351872866
2020-03-12,CPNG,R2,0.3822198948568505
2020-03-13,CPNG,R2,0.5279509698983371
2020-03-16,CPNG,R2,0.5264749776728297
2020-03-17,CPNG,R2,0.5802074222864648
2020-03-18,CPNG,R2,0.5603195679122619
2020-03-19,CPNG,R2,0.5395589600062884
2020-03-20,CPNG,R2,0.5236972907858842
2020-03-23,CPNG,R2,0.5213141193672267
2020-03-24,CPNG,R2,0.49863923242634267
2020-03-25,CPNG,R2,0.5464229919906207
2020-03-26,CPNG,R2,0.5427612078960768
2020-03-27,CPNG,R2,0.5669364624967836
2020-03-30,CPNG,R2,0.5380369292601785
2020-03-31,CPNG,R2,0.5212637460605705
2020-04-01,CPNG,R2,0.5202213960686488
2020-04-02,CPNG,R2,0.5318029584054413
2020-04-03,CPNG,R2,0.5327323591134636
2020-04-06,CPNG,R2,0.5136174554356022
2020-04-07,CPNG,R2,0.5340424992831738
2020-04-08,CPNG,R2,0.5193223721397859
2020-04-09,CPNG,R2,0.5097320125787971
2020-04-13,CPNG,R2,0.516168329888975
2020-04-14,CPNG,R2,0.5076289736556653
2020-04-15,CPNG,R2,0.4976577962572275
2020-04-16,CPNG,R2,0.4970374164204161
2020-04-17,CPNG,R2,0.49799462372847414
2020-04-20,CPNG,R2,0.48859719777551713
2020-04-21,CPNG,R2,0.473321576540661
2020-04-22,CPNG,R2,0.4869537117366247
2020-04-23,CPNG,R2,0.4922145546531177
2020-04-24,CPNG,R2,0.49745935134789054
2020-04-27,CPNG,R2,0.48807157770380116
2020-04-28,CPNG,R2,0.4760992192587016
2020-04-29,CPNG,R2,0.4663156337462684
2020-04-30,CPNG,R2,0.4351436137275051
2020-05-01,CPNG,R2,0.4438883668487348
2020-05-04,CPNG,R2,0.4447027874128202
2020-05-05,CPNG,R2,0.44548389805011
2020-05-06,CPNG,R2,0.44425493345043754
2020-05-07,CPNG,R2,0.451973257102664
2020-05-08,CPNG,R2,0.45280454622326505
2020-05-11,CPNG,R2,0.4465671140727353
2020-05-12,CPNG,R2,0.4463682785599633
2020-05-13,CPNG,R2,0.44845112149540844
2020-05-14,CPNG,R2,0.45134041050978047
2020-05-15,CPNG,R2,0.451843707219873
2020-05-18,CPNG,R2,0.4579389148928351
2020-05-19,CPNG,R2,0.45644077807247574
2020-05-20,CPNG,R2,0.4634641876097124
2020-05-21,CPNG,R2,0.46165722449518454
2020-05-22,CPNG,R2,0.461041875456487
2020-05-26,CPNG,R2,0.45792337864802324
2020-05-27,CPNG,R2,0.4509834046719471
2020-05-28,CPNG,R2,0.4356270311782767
2020-05-29,CPNG,R2,0.43140418065047537
2020-06-01,CPNG,R2,0.4520063526481134
2020-06-02,CPNG,R2,0.47113616807217806
2020-06-03,CPNG,R2,0.46472699554600483
2020-06-04,CPNG,R2,0.4397393747207714
2020-06-05,CPNG,R2,0.46662400127483616
2020-06-08,CPNG,R2,0.46634831925759224
2020-06-09,CPNG,R2,0.4749348318246578
2020-06-10,CPNG,R2,0.5663838396250875
2020-06-11,CPNG,R2,0.42218222550587137
2020-06-12,CPNG,R2,0.3203022783391476
2020-06-15,CPNG,R2,0.2826424358432058
2020-06-16,CPNG,R2,0.31351138941474477
2020-06-17,CPNG,R2,0.33571720523037873
2020-06-18,CPNG,R2,0.3356706559959416
2020-06-19,CPNG,R2,0.3207282947562178
2020-06-22,CPNG,R2,0.3095716634934629
2020-06-23,CPNG,R2,0.32394152842628376
2020-06-24,CPNG,R2,0.3234099029116603
2020-06-25,CPNG,R2,0.32901004982976845
2020-06-26,CPNG,R2,0.36327140675436287
2020-06-29,CPNG,R2,0.2908872756817914
2020-06-30,CPNG,R2,0.278499367051775
2020-07-01,CPNG,R2,0.2882823723050739
2020-07-02,CPNG,R2,0.2391398496208741
2020-07-06,CPNG,R2,0.23824510762716178
2020-07-07,CPNG,R2,0.22641851905854604
2020-07-08,CPNG,R2,0.23298911899943642
2020-07-09,CPNG,R2,0.21930877982075647
2020-07-10,CPNG,R2,0.20274995076896352
2020-07-13,CPNG,R2,0.1893175161712325
2020-07-14,CPNG,R2,0.24406091302974575
2020-07-15,CPNG,R2,0.2510237515311263
2020-07-16,CPNG,R2,0.29435286696596574
2020-07-17,CPNG,R2,0.2577279212694754
2020-07-20,CPNG,R2,0.2995410824970588
2020-07-21,CPNG,R2,0.25283477511911545
2020-07-22,CPNG,R2,0.25619202301829613
2020-07-23,CPNG,R2,0.2609455946313959
2020-07-24,CPNG,R2,0.290306035970628
2020-07-27,CPNG,R2,0.21291527409220312
2020-07-28,CPNG,R2,0.2300923158642293
2020-07-29,CPNG,R2,0.24407464501362441
2020-07-30,CPNG,R2,0.25389692699575195
2020-07-31,CPNG,R2,0.24847443607853104
2020-08-03,CPNG,R2,0.24733013749094568
2020-08-04,CPNG,R2,0.24395222781850867
2020-08-05,CPNG,R2,0.24009160671764596
2020-08-06,CPNG,R2,0.22979442331208233
2020-08-07,CPNG,R2,0.24578991724106902
2020-08-10,CPNG,R2,0.2394511871255931
2020-08-11,CPNG,R2,0.23041175710644568
2020-08-12,CPNG,R2,0.26300478036226893
2020-08-13,CPNG,R2,0.2545488711002337
2020-08-14,CPNG,R2,0.2521017474989058
2020-08-17,CPNG,R2,0.23953121778998654
2020-08-18,CPNG,R2,0.2503396355756071
2020-08-19,CPNG,R2,0.2506493449377095
2020-08-20,CPNG,R2,0.22572165344796047
2020-08-21,CPNG,R2,0.221686158289226
2020-08-24,CPNG,R2,0.2234404279479113
2020-08-25,CPNG,R2,0.22314116714533605
2020-08-26,CPNG,R2,0.22775966754248644
2020-08-27,CPNG,R2,0.2492938376927062
2020-08-28,CPNG,R2,0.2696714941602546
2020-08-31,CPNG,R2,0.24344791623605844
2020-09-01,CPNG,R2,0.22973902362206466
2020-09-02,CPNG,R2,0.23004515495276479
2020-09-03,CPNG,R2,0.23246333176832168
2020-09-04,CPNG,R2,0.3595225590677942
2020-09-08,CPNG,R2,0.29598459835985413
2020-09-09,CPNG,R2,0.3121723656460117
2020-09-10,CPNG,R2,0.30677970958269074
2020-09-11,CPNG,R2,0.33245547949248144
2020-09-14,CPNG,R2,0.33443526601301277
2020-09-15,CPNG,R2,0.3278083829927517
2020-09-16,CPNG,R2,0.3376961741457891
2020-09-17,CPNG,R2,0.3353886385337791
2020-09-18,CPNG,R2,0.33237441310629734
2020-09-21,CPNG,R2,0.3347735374339811
2020-09-22,CPNG,R2,0.3381465494859198
2020-09-23,CPNG,R2,0.3424724708437179
2020-09-24,CPNG,R2,0.3541908338053703
2020-09-25,CPNG,R2,0.3598125097865733
2020-09-28,CPNG,R2,0.3647108000057999
2020-09-29,CPNG,R2,0.36829817637705076
2020-09-30,CPNG,R2,0.37272465237709973
2020-10-01,CPNG,R2,0.3731237916031096
2020-10-02,CPNG,R2,0.3819247769287991
2020-10-05,CPNG,R2,0.39061909532282035
2020-10-06,CPNG,R2,0.3923829764646888
2020-10-07,CPNG,R2,0.4079268548750553
2020-10-08,CPNG,R2,0.4097420446441177
2020-10-09,CPNG,R2,0.4113648935497659
2020-10-12,CPNG,R2,0.40587703822111665
2020-10-13,CPNG,R2,0.4107438893046519
2020-10-14,CPNG,R2,0.396448020784792
2020-10-15,CPNG,R2,0.4012770929625139
2020-10-16,CPNG,R2,0.399843289152053
2020-10-19,CPNG,R2,0.40556925903948304
2020-10-20,CPNG,R2,0.41996879648128116
2020-10-21,CPNG,R2,0.41285086759500433
2020-10-22,CPNG,R2,0.4137240709620642
2020-10-23,CPNG,R2,0.3982499635119663
2020-10-26,CPNG,R2,0.39262725965924616
2020-10-27,CPNG,R2,0.3972100985394176
2020-10-28,CPNG,R2,0.3961410026588569
2020-10-29,CPNG,R2,0.4447220066791694
2020-10-30,CPNG,R2,0.4393707357086415
2020-11-02,CPNG,R2,0.4507812684633521
2020-11-03,CPNG,R2,0.4608492603443801
2020-11-04,CPNG,R2,0.4725933536770883
2020-11-05,CPNG,R2,0.3839480277787517
2020-11-06,CPNG,R2,0.34798551148770307
2020-11-09,CPNG,R2,0.29251595067457414
2020-11-10,CPNG,R2,0.32300329625684465
2020-11-11,CPNG,R2,0.32182291283608755
2020-11-12,CPNG,R2,0.3244966845769022
2020-11-13,CPNG,R2,0.33695039706849605
2020-11-16,CPNG,R2,0.3365069818057935
2020-11-17,CPNG,R2,0.3325547643539526
2020-11-18,CPNG,R2,0.336896791436479
2020-11-19,CPNG,R2,0.3340550111869519
2020-11-20,CPNG,R2,0.34962104873040845
2020-11-23,CPNG,R2,0.35666071177513947
2020-11-24,CPNG,R2,0.3677089434996339
2020-11-25,CPNG,R2,0.3723367648796764
2020-11-27,CPNG,R2,0.3663133732714443
2020-11-30,CPNG,R2,0.3698585731090086
2020-12-01,CPNG,R2,0.23732943769676806
2020-12-02,CPNG,R2,0.22887648875692335
2020-12-03,CPNG,R2,0.18265071810786793
2020-12-04,CPNG,R2,0.17745736312057458
2020-12-07,CPNG,R2,0.1644179297326569
2020-12-08,CPNG,R2,0.16618795457308289
2020-12-09,CPNG,R2,0.16157902416644143
2020-12-10,CPNG,R2,0.13537740921413155
2020-12-11,CPNG,R2,0.14959970124820265
2020-12-14,CPNG,R2,0.14945632816585963
2020-12-15,CPNG,R2,0.14088371679040246
2020-12-16,CPNG,R2,0.1421022998295315
2020-12-17,CPNG,R2,0.1286660004761111
2020-12-18,CPNG,R2,0.13381662053525034
2020-12-21,CPNG,R2,0.13317660979315904
2020-12-22,CPNG,R2,0.132195431323768
2020-12-23,CPNG,R2,0.12019548840424177
2020-12-24,CPNG,R2,0.1094309519141301
2020-12-28,CPNG,R2,0.11909329791084922
2020-12-29,CPNG,R2,0.12561214921965047
2020-12-30,CPNG,R2,0.1406947409317556
2020-12-31,CPNG,R2,0.13732994097121154
2021-01-04,CPNG,R2,0.12449614053470726
2021-01-05,CPNG,R2,0.11320092328370857
2021-01-06,CPNG,R2,0.09052008262078826
2021-01-07,CPNG,R2,0.09437452902925081
2021-01-08,CPNG,R2,0.10327186490346685
2021-01-11,CPNG,R2,0.1030544867789801
2021-01-12,CPNG,R2,0.10522097193356938
2021-01-13,CPNG,R2,0.10059113873068504
2021-01-14,CPNG,R2,0.09232937537491448
2021-01-15,CPNG,R2,0.08061100881248662
2021-01-19,CPNG,R2,0.0801136632422691
2021-01-20,CPNG,R2,0.0811832680116793
2021-01-21,CPNG,R2,0.09298378287092024
2021-01-22,CPNG,R2,0.08768270319288651
2021-01-25,CPNG,R2,0.0782152638925574
2021-01-26,CPNG,R2,0.08330378384223203
2021-01-27,CPNG,R2,0.10632915253343844
2021-01-28,CPNG,R2,0.1123353064870779
2021-01-29,CPNG,R2,0.11123444906032476
2021-02-01,CPNG,R2,0.11005528039239687
2021-02-02,CPNG,R2,0.09905661338806948
2021-02-03,CPNG,R2,0.12823001467358452
2021-02-04,CPNG,R2,0.11404080065784772
2021-02-05,CPNG,R2,0.10902513662678004
2021-02-08,CPNG,R2,0.10410249727192689
2021-02-09,CPNG,R2,0.11091003712504544
2021-02-10,CPNG,R2,0.11866356186777482
2021-02-11,CPNG,R2,0.11781404051325328
2021-02-12,CPNG,R2,0.11940040320744139
2021-02-16,CPNG,R2,0.1306980524454442
2021-02-17,CPNG,R2,0.12088525884386203
2021-02-18,CPNG,R2,0.12006835691691964
2021-02-19,CPNG,R2,0.12987842758997115
2021-02-22,CPNG,R2,0.13120477753506887
2021-02-23,CPNG,R2,0.15212028509583164
2021-02-24,CPNG,R2,0.14424493724098852
2021-02-25,CPNG,R2,0.14590935960147644
2021-02-26,CPNG,R2,0.20840426379424937
2021-03-01,CPNG,R2,0.2376842068013908
2021-03-02,CPNG,R2,0.2147328341195749
2021-03-03,CPNG,R2,0.2217403669812109
2021-03-04,CPNG,R2,0.1945753807065148
2021-03-05,CPNG,R2,0.14909214030635598
2021-03-08,CPNG,R2,0.14645624690800263
2021-03-09,CPNG,R2,0.12919070872880856
2021-03-10,CPNG,R2,0.13846188793392977
2021-03-11,CPNG,R2,0.1389315220868601
2021-03-12,CPNG,R2,0.116739737418036
2021-03-15,CPNG,R2,0.1163459204328181
2021-03-16,CPNG,R2,0.14384623834101173
2021-03-17,CPNG,R2,0.1619615139141536
2021-03-18,CPNG,R2,0.16717328393271857
2021-03-19,CPNG,R2,0.16777790348272792
2021-03-22,CPNG,R2,0.16980911917056807
2021-03-23,CPNG,R2,0.19042951971714295
2021-03-24,CPNG,R2,0.19412790938872482
2021-03-25,CPNG,R2,0.2076649717465
2021-03-26,CPNG,R2,0.20688244977852022
2021-03-29,CPNG,R2,0.22363676372539432
2021-03-30,CPNG,R2,0.18247058695829454
2021-03-31,CPNG,R2,0.18563355922317615
2021-04-01,CPNG,R2,0.20457414559760534
2021-04-05,CPNG,R2,0.2164492653288297
2021-04-06,CPNG,R2,0.21918712216787195
2021-04-07,CPNG,R2,0.22195319757580967
2021-04-08,CPNG,R2,0.2230475626534153
2021-04-09,CPNG,R2,0.23029567317417188
2021-04-12,CPNG,R2,0.19993561407658278
2021-04-13,CPNG,R2,0.21589971411333675
2021-04-14,CPNG,R2,0.2163263562390394
2021-04-15,CPNG,R2,0.21775490077218462
2021-04-16,CPNG,R2,0.236347692109784
